Date,Gold,Silver,Oil,USD
2001-10-30,280.4,4.22,20.41,114.35
2001-10-31,278.75,4.23,19.63,114.86
2001-11-01,280.6,4.19,19.39,114.46
2001-11-02,279.9,4.19,18.63,114.54
2001-11-05,278.25,4.1,18.78,114.54
2001-11-06,278.95,4.09,18.64,114.81
2001-11-07,280.3,4.11,18.86,114.98
2001-11-08,279.95,4.11,19.54,115.13
2001-11-09,277.15,4.08,20.72,115.09
2001-11-10,277.15,4.08,20.72,115.09
2001-11-12,280.0,4.1,19.48,115.34
2001-11-13,276.5,4.11,20.47,116.4
2001-11-14,278.25,4.13,18.78,116.2
2001-11-15,275.45,4.11,16.51,116.51
2001-11-16,274.5,4.09,16.86,116.41
2001-11-17,274.5,4.1,16.86,116.41
2001-11-19,273.6,4.1,16.55,116.93
2001-11-20,272.95,4.05,18.82,116.62
2001-11-21,272.8,4.05,18.44,117.15
2001-11-22,272.75,4.03,19.65,117.3
2001-11-23,273.1,4.02,19.4,117.33
2001-11-24,273.1,4.07,19.4,117.33
2001-11-26,272.6,4.05,18.66,117.11
2001-11-27,273.3,4.03,19.09,116.89
2001-11-28,274.4,4.05,18.81,116.17
2001-11-29,274.8,4.11,18.54,116.13
2001-11-30,275.5,4.09,18.92,116.13
2001-12-01,275.5,4.14,18.92,116.13
2001-12-03,276.35,4.14,20.0,115.96
2001-12-04,276.6,4.19,19.28,116.08
2001-12-05,275.0,4.13,19.27,116.41
2001-12-06,274.55,4.19,18.57,115.63
2001-12-07,274.1,4.22,17.81,116.15
2001-12-08,274.1,4.27,17.81,116.15
2001-12-10,272.65,4.24,18.03,116.26
2001-12-11,272.2,4.22,17.61,116.05
2001-12-12,273.5,4.25,18.13,115.33
2001-12-13,274.35,4.25,17.8,115.8
2001-12-14,277.05,4.28,18.54,114.93
2001-12-15,277.05,4.4,18.54,114.93
2001-12-17,277.75,4.38,18.58,114.93
2001-12-18,278.85,4.37,18.51,115.15
2001-12-19,278.65,4.44,19.03,115.48
2001-12-20,276.1,4.31,18.87,115.59
2001-12-21,277.5,4.43,18.73,116.98
2001-12-22,277.5,4.5,18.73,116.98
2001-12-24,277.5,4.5,18.65,117.94
2001-12-25,277.5,4.5,18.65,117.94
2001-12-26,277.5,4.5,18.65,117.85
2001-12-27,277.7,4.58,18.87,117.57
2001-12-28,276.5,4.47,19.77,117.26
2001-12-29,276.5,4.52,19.77,117.26
2001-12-31,276.5,4.49,19.35,116.75
2002-01-01,276.5,4.49,19.35,116.75
2002-01-02,278.35,4.55,20.13,115.79
2002-01-03,278.8,4.53,20.47,116.11
2002-01-04,277.75,4.61,21.2,116.33
2002-01-05,277.75,4.68,21.2,116.33
2002-01-07,278.6,4.64,21.08,116.33
2002-01-08,278.6,4.71,21.03,116.83
2002-01-09,281.1,4.72,20.21,117.01
2002-01-10,286.85,4.78,19.71,116.88
2002-01-11,285.75,4.74,20.08,116.64
2002-01-12,285.75,4.74,20.08,116.64
2002-01-14,286.35,4.7,18.89,116.64
2002-01-15,284.2,4.52,18.86,117.29
2002-01-16,284.6,4.6,18.5,117.59
2002-01-17,285.0,4.55,18.2,117.85
2002-01-18,283.2,4.43,18.17,117.51
2002-01-19,283.2,4.35,18.17,117.51
2002-01-21,282.3,4.34,18.32,117.66
2002-01-22,282.05,4.31,18.7,117.75
2002-01-23,280.75,4.26,18.89,118.47
2002-01-24,279.2,4.24,18.91,118.64
2002-01-25,279.0,4.25,19.04,119.85
2002-01-26,279.0,4.31,19.04,119.85
2002-01-28,279.1,4.31,19.74,120.04
2002-01-29,277.9,4.23,19.26,119.62
2002-01-30,281.5,4.26,18.71,119.73
2002-01-31,282.3,4.26,19.07,120.24
2002-02-01,283.9,4.21,19.7,119.79
2002-02-02,283.9,4.31,19.7,119.79
2002-02-04,287.4,4.28,20.26,118.9
2002-02-05,291.95,4.29,19.9,119.4
2002-02-06,299.5,4.38,19.97,119.3
2002-02-07,299.5,4.35,19.42,119.07
2002-02-08,304.3,4.36,20.01,118.98
2002-02-09,304.3,4.43,20.01,118.98
2002-02-11,297.75,4.41,20.08,118.44
2002-02-12,298.9,4.37,21.75,118.25
2002-02-13,297.4,4.42,21.41,118.8
2002-02-14,299.0,4.46,20.97,118.43
2002-02-15,299.85,4.51,20.76,118.6
2002-02-16,299.85,4.54,20.76,118.6
2002-02-18,297.35,4.52,20.12,118.76
2002-02-19,296.5,4.49,20.18,118.36
2002-02-20,291.3,4.43,19.44,118.93
2002-02-21,292.15,4.37,20.21,119.16
2002-02-22,292.75,4.39,20.14,118.48
2002-02-23,292.75,4.39,20.14,118.48
2002-02-25,291.95,4.36,19.78,119.13
2002-02-26,294.2,4.35,19.95,119.82
2002-02-27,297.4,4.41,20.73,119.57
2002-02-28,296.85,4.4,20.73,119.16
2002-03-01,295.4,4.46,21.83,119.4
2002-03-02,295.4,4.55,21.83,119.4
2002-03-04,297.4,4.52,21.59,118.81
2002-03-05,297.8,4.56,22.25,118.57
2002-03-06,292.7,4.51,22.11,117.96
2002-03-07,291.0,4.47,23.1,116.8
2002-03-08,289.15,4.45,22.32,117.99
2002-03-09,289.15,4.49,22.32,117.99
2002-03-11,291.2,4.49,23.14,117.73
2002-03-12,293.6,4.45,22.7,117.8
2002-03-13,293.15,4.47,23.6,117.96
2002-03-14,291.2,4.49,23.76,117.29
2002-03-15,290.3,4.46,23.9,117.22
2002-03-16,290.3,4.46,23.9,117.22
2002-03-18,292.05,4.45,23.8,117.5
2002-03-19,293.1,4.46,24.51,117.5
2002-03-20,291.85,4.49,24.78,117.22
2002-03-21,292.75,4.49,24.25,117.52
2002-03-22,294.25,4.47,24.83,118.05
2002-03-23,294.25,4.52,24.83,118.05
2002-03-25,297.7,4.5,24.75,118.1
2002-03-26,296.1,4.54,24.6,118.14
2002-03-27,299.0,4.57,25.13,118.54
2002-03-28,301.4,4.64,25.34,118.62
2002-03-29,301.4,4.64,25.34,118.62
2002-03-30,301.4,4.62,25.34,118.62
2002-04-01,301.4,4.65,26.06,117.77
2002-04-02,304.0,4.65,26.97,117.92
2002-04-03,303.75,4.69,26.72,117.68
2002-04-04,301.7,4.6,26.97,117.94
2002-04-05,301.0,4.58,25.39,117.69
2002-04-06,301.0,4.56,25.39,117.69
2002-04-08,300.45,4.54,26.36,118.2
2002-04-09,298.7,4.53,25.48,117.59
2002-04-10,298.0,4.5,25.13,117.51
2002-04-11,301.3,4.58,24.22,117.37
2002-04-12,300.35,4.53,23.25,117.74
2002-04-13,300.35,4.57,23.25,117.74
2002-04-15,300.1,4.56,23.39,117.64
2002-04-16,297.75,4.43,24.03,117.37
2002-04-17,300.85,4.39,25.26,116.6
2002-04-18,304.25,4.43,25.9,116.39
2002-04-19,301.8,4.47,25.86,116.29
2002-04-20,301.8,4.48,25.86,116.29
2002-04-22,303.7,4.48,25.96,116.43
2002-04-23,302.7,4.51,26.26,116.57
2002-04-24,304.2,4.54,26.2,116.15
2002-04-25,307.25,4.54,26.47,115.45
2002-04-26,306.6,4.58,26.32,115.04
2002-04-27,306.6,4.63,26.32,115.04
2002-04-29,309.7,4.61,26.85,114.89
2002-04-30,308.2,4.59,26.98,115.19
2002-05-01,308.35,4.51,26.67,114.54
2002-05-02,307.6,4.49,25.73,114.87
2002-05-03,310.45,4.51,25.8,113.59
2002-05-04,310.45,4.59,25.8,113.59
2002-05-06,310.45,4.57,25.8,113.66
2002-05-07,312.0,4.57,25.53,113.92
2002-05-08,310.5,4.59,26.09,114.91
2002-05-09,308.85,4.55,26.09,114.52
2002-05-10,311.15,4.59,26.89,113.95
2002-05-11,311.15,4.65,26.89,113.95
2002-05-12,311.15,4.62,26.89,113.95
2002-05-13,310.75,4.63,26.3,114.15
2002-05-14,308.4,4.59,27.12,115.09
2002-05-15,308.3,4.57,27.17,114.12
2002-05-16,310.1,4.6,25.71,114.13
2002-05-17,310.6,4.61,25.45,113.0
2002-05-20,311.5,4.62,25.97,112.82
2002-05-21,315.2,4.73,24.99,112.8
2002-05-22,317.1,4.79,24.32,112.33
2002-05-23,317.15,4.76,24.01,112.79
2002-05-24,320.95,4.84,23.76,112.8
2002-05-25,320.95,4.84,23.76,112.8
2002-05-27,320.05,4.8,23.52,113.0
2002-05-28,320.2,4.78,24.71,112.1
2002-05-29,327.05,4.83,24.18,111.49
2002-05-30,326.0,4.88,23.72,111.17
2002-05-31,326.6,4.94,23.87,111.81
2002-06-01,326.6,4.99,23.87,111.81
2002-06-03,326.6,4.98,23.87,111.3
2002-06-04,326.6,5.05,23.87,111.09
2002-06-05,322.0,5.04,23.19,111.34
2002-06-06,324.1,4.91,22.79,110.83
2002-06-07,326.4,4.97,22.99,110.99
2002-06-08,326.4,4.96,22.99,110.99
2002-06-10,322.5,4.92,22.83,111.1
2002-06-11,316.8,4.87,22.37,110.78
2002-06-12,319.75,4.85,23.09,111.0
2002-06-13,318.75,4.85,23.72,111.15
2002-06-14,322.1,4.81,23.97,110.76
2002-06-15,322.1,4.84,23.97,110.76
2002-06-17,317.8,4.81,24.69,110.85
2002-06-18,318.35,4.78,24.64,110.2
2002-06-19,320.65,4.85,24.85,109.67
2002-06-20,322.35,4.83,24.42,108.94
2002-06-21,322.7,4.86,24.14,108.19
2002-06-22,322.7,4.83,24.14,108.19
2002-06-24,326.4,4.85,24.99,108.21
2002-06-25,321.7,4.83,25.32,107.57
2002-06-26,321.55,4.84,24.75,106.56
2002-06-27,318.8,4.79,25.39,106.37
2002-06-28,318.5,4.83,25.33,106.11
2002-06-29,318.5,4.81,25.33,106.11
2002-07-01,312.1,4.78,25.65,106.51
2002-07-02,314.45,4.83,25.64,106.8
2002-07-03,310.85,4.9,25.59,107.05
2002-07-04,310.6,4.89,25.51,107.34
2002-07-05,311.3,4.88,25.75,107.67
2002-07-06,311.3,4.91,25.75,107.67
2002-07-08,311.7,4.89,25.08,106.3
2002-07-09,313.8,4.93,24.9,105.65
2002-07-10,314.8,5.01,25.82,106.01
2002-07-11,314.15,5.01,25.83,105.72
2002-07-12,316.7,5.02,26.11,105.89
2002-07-13,316.7,5.03,26.11,105.89
2002-07-15,319.0,5.03,26.16,104.67
2002-07-16,318.25,5.04,25.94,104.49
2002-07-17,316.15,4.97,26.19,104.42
2002-07-18,317.65,4.94,26.72,104.47
2002-07-19,322.9,4.97,26.37,104.06
2002-07-20,322.9,5.03,26.37,104.06
2002-07-22,322.9,5.03,25.7,104.75
2002-07-23,319.7,4.98,25.65,106.66
2002-07-24,311.25,4.85,25.43,105.52
2002-07-25,309.45,4.81,25.36,105.12
2002-07-26,304.95,4.8,25.1,106.61
2002-07-27,304.95,4.66,25.1,106.61
2002-07-29,303.0,4.63,25.2,107.1
2002-07-30,305.4,4.61,25.95,106.8
2002-07-31,304.65,4.63,26.28,107.41
2002-08-01,302.25,4.55,25.79,107.02
2002-08-02,305.05,4.57,25.17,106.67
2002-08-03,305.05,4.58,25.17,106.67
2002-08-05,309.5,4.58,25.2,107.27
2002-08-06,305.75,4.59,25.69,108.69
2002-08-07,312.2,4.58,25.7,107.85
2002-08-08,312.15,4.64,25.51,108.66
2002-08-09,312.95,4.59,25.49,108.21
2002-08-12,316.7,4.64,25.63,107.41
2002-08-13,313.8,4.57,26.11,107.11
2002-08-14,315.65,4.6,26.47,106.79
2002-08-15,312.65,4.45,26.66,106.72
2002-08-16,314.2,4.48,27.33,106.72
2002-08-19,310.1,4.47,27.44,107.52
2002-08-20,308.0,4.38,27.63,107.31
2002-08-21,306.55,4.41,27.53,107.14
2002-08-22,305.4,4.39,27.81,108.13
2002-08-23,305.95,4.43,27.51,107.97
2002-08-24,305.95,4.4,27.51,107.97
2002-08-26,305.95,4.38,27.56,107.86
2002-08-27,310.5,4.4,27.89,106.77
2002-08-28,311.1,4.47,27.54,107.08
2002-08-29,312.1,4.45,27.11,106.7
2002-08-30,312.8,4.51,27.56,106.98
2002-08-31,312.8,4.54,27.56,106.98
2002-09-02,312.0,4.42,27.45,106.98
2002-09-03,313.5,4.42,26.58,105.57
2002-09-04,313.0,4.42,27.31,106.1
2002-09-05,317.55,4.43,27.54,105.98
2002-09-06,319.25,4.48,28.36,106.84
2002-09-07,319.25,4.5,28.36,106.84
2002-09-09,322.5,4.5,28.67,107.1
2002-09-10,319.1,4.51,28.92,107.52
2002-09-11,315.5,4.49,28.68,107.62
2002-09-12,318.85,4.5,27.76,107.16
2002-09-13,318.8,4.54,28.53,108.06
2002-09-14,318.8,4.53,28.53,108.06
2002-09-16,315.35,4.5,28.38,108.24
2002-09-17,315.9,4.5,27.76,108.33
2002-09-18,318.7,4.53,28.41,107.76
2002-09-19,322.25,4.57,28.45,107.0
2002-09-20,322.3,4.6,28.61,107.53
2002-09-21,322.3,4.62,28.61,107.53
2002-09-23,322.5,4.58,29.36,107.86
2002-09-24,326.3,4.56,29.47,107.52
2002-09-25,325.15,4.59,29.11,107.79
2002-09-26,319.6,4.53,28.93,107.68
2002-09-27,320.05,4.47,29.0,107.53
2002-09-28,320.05,4.47,29.0,107.53
2002-09-30,323.7,4.48,29.11,106.87
2002-10-01,321.75,4.48,29.42,107.07
2002-10-02,322.2,4.43,29.14,107.16
2002-10-03,322.1,4.45,28.46,106.97
2002-10-04,320.3,4.42,28.32,107.6
2002-10-05,320.3,4.45,28.32,107.6
2002-10-07,321.75,4.44,28.38,107.55
2002-10-08,319.0,4.39,28.28,108.07
2002-10-09,319.35,4.32,28.29,106.94
2002-10-10,318.95,4.3,27.7,107.2
2002-10-11,316.85,4.23,28.18,107.25
2002-10-12,316.85,4.3,28.18,107.25
2002-10-14,317.75,4.27,28.56,107.15
2002-10-15,316.2,4.25,28.66,107.78
2002-10-16,314.05,4.27,28.61,107.63
2002-10-17,310.75,4.32,28.22,108.37
2002-10-18,312.75,4.29,28.2,108.52
2002-10-19,312.75,4.34,28.2,108.52
2002-10-21,312.6,4.31,27.01,108.23
2002-10-22,312.55,4.3,26.69,107.94
2002-10-23,312.1,4.36,26.68,108.0
2002-10-24,311.75,4.35,26.78,107.91
2002-10-25,313.0,4.33,25.96,107.92
2002-10-26,313.0,4.39,25.96,107.92
2002-10-27,313.0,4.39,25.96,107.92
2002-10-28,314.45,4.35,25.44,107.16
2002-10-29,317.15,4.37,25.71,107.07
2002-10-30,316.55,4.44,25.29,107.07
2002-10-31,316.9,4.43,25.51,106.64
2002-11-01,319.85,4.46,25.78,106.08
2002-11-04,317.55,4.44,25.21,106.12
2002-11-05,318.5,4.44,24.66,105.87
2002-11-06,317.3,4.44,23.73,105.6
2002-11-07,319.25,4.45,24.36,104.97
2002-11-08,321.7,4.51,23.54,104.5
2002-11-09,321.7,4.51,23.54,104.5
2002-11-11,320.7,4.48,23.86,104.57
2002-11-12,321.75,4.51,24.01,104.66
2002-11-13,324.0,4.54,22.96,105.1
2002-11-14,318.6,4.51,22.82,105.21
2002-11-15,319.1,4.51,23.33,105.04
2002-11-16,319.1,4.55,23.33,105.04
2002-11-18,318.75,4.52,23.41,105.2
2002-11-19,319.7,4.49,24.05,105.67
2002-11-20,318.85,4.49,24.05,105.87
2002-11-21,317.65,4.49,24.52,105.81
2002-11-22,317.7,4.42,24.79,106.12
2002-11-23,317.7,4.52,24.79,106.12
2002-11-25,317.45,4.48,24.85,106.54
2002-11-26,317.5,4.43,24.56,106.53
2002-11-27,317.85,4.39,25.11,106.77
2002-11-28,317.6,4.37,25.7,106.54
2002-11-29,319.05,4.39,25.74,106.41
2002-11-30,319.05,4.42,25.74,106.41
2002-12-02,316.45,4.39,25.73,106.35
2002-12-03,319.7,4.38,26.09,106.37
2002-12-04,322.1,4.49,25.99,106.14
2002-12-05,322.45,4.51,26.07,106.1
2002-12-06,325.75,4.59,25.67,105.36
2002-12-07,325.75,4.62,25.67,105.36
2002-12-09,325.1,4.57,26.06,105.24
2002-12-10,323.1,4.55,26.35,105.37
2002-12-11,324.25,4.56,26.85,105.35
2002-12-12,326.4,4.58,27.29,104.51
2002-12-13,332.2,4.7,27.64,103.98
2002-12-14,332.2,4.68,27.64,103.98
2002-12-15,332.2,4.64,27.64,103.98
2002-12-16,333.0,4.66,28.73,104.06
2002-12-17,339.0,4.67,29.25,103.51
2002-12-18,338.0,4.58,29.95,103.63
2002-12-19,345.0,4.66,30.26,103.48
2002-12-20,341.6,4.62,29.59,103.46
2002-12-21,341.6,4.61,29.59,103.46
2002-12-23,343.95,4.58,30.61,103.64
2002-12-24,343.95,4.6,30.93,103.25
2002-12-25,343.95,4.6,30.93,103.25
2002-12-26,343.95,4.63,30.93,102.82
2002-12-27,349.3,4.64,31.49,102.41
2002-12-28,349.3,4.67,31.49,102.41
2002-12-30,347.2,4.66,32.02,102.01
2002-12-31,347.2,4.62,30.12,101.85
2003-01-01,347.2,4.62,30.12,101.85
2003-01-02,343.8,4.71,30.32,102.98
2003-01-03,344.5,4.74,31.43,102.47
2003-01-04,344.5,4.85,31.43,102.47
2003-01-06,351.75,4.82,31.43,101.97
2003-01-07,349.0,4.81,30.78,102.57
2003-01-08,349.75,4.74,29.3,101.87
2003-01-09,352.4,4.79,30.26,101.94
2003-01-10,353.0,4.79,30.07,101.23
2003-01-11,353.0,4.8,30.07,101.23
2003-01-12,353.0,4.8,30.07,101.23
2003-01-13,352.55,4.78,30.46,101.47
2003-01-14,353.1,4.76,31.36,101.21
2003-01-15,351.0,4.69,31.73,101.34
2003-01-16,352.3,4.71,32.29,100.79
2003-01-17,357.0,4.76,31.57,100.55
2003-01-18,357.0,4.78,31.57,100.55
2003-01-20,355.85,4.75,32.23,100.55
2003-01-21,353.8,4.74,31.72,100.23
2003-01-22,358.5,4.77,32.07,100.23
2003-01-23,364.7,4.8,31.4,99.86
2003-01-24,366.0,4.72,31.62,99.22
2003-01-27,368.5,4.72,31.02,99.26
2003-01-28,368.4,4.76,30.73,99.48
2003-01-29,369.9,4.8,31.26,99.28
2003-01-30,367.6,4.74,31.42,99.52
2003-01-31,367.5,4.81,31.57,99.91
2003-02-01,367.5,4.82,31.57,99.91
2003-02-03,369.5,4.8,30.95,99.9
2003-02-04,376.55,4.79,31.13,99.14
2003-02-05,382.1,4.89,31.77,99.65
2003-02-06,375.8,4.7,31.81,99.46
2003-02-07,373.25,4.63,32.23,99.57
2003-02-10,370.5,4.6,32.47,100.27
2003-02-11,364.0,4.55,32.51,100.39
2003-02-12,356.3,4.52,32.46,100.51
2003-02-13,352.8,4.45,33.23,99.59
2003-02-14,354.25,4.5,33.26,100.04
2003-02-15,354.25,4.51,33.26,100.04
2003-02-17,347.0,4.45,33.06,100.04
2003-02-18,344.1,4.45,33.26,100.53
2003-02-19,346.0,4.5,33.16,100.0
2003-02-20,351.55,4.58,32.76,99.55
2003-02-21,352.3,4.6,32.76,100.09
2003-02-22,352.3,4.65,32.76,100.09
2003-02-24,355.2,4.61,33.41,99.66
2003-02-25,357.6,4.68,33.64,99.83
2003-02-26,351.9,4.58,33.46,99.62
2003-02-27,351.25,4.61,34.09,99.81
2003-02-28,347.45,4.54,34.0,99.71
2003-03-01,347.45,4.58,34.0,99.71
2003-03-02,347.45,4.58,34.0,99.71
2003-03-03,345.5,4.55,33.4,99.1
2003-03-04,353.4,4.62,34.37,99.13
2003-03-05,353.95,4.62,33.92,98.28
2003-03-06,354.7,4.58,34.39,98.31
2003-03-07,350.75,4.62,34.47,98.04
2003-03-08,350.75,4.66,34.47,98.04
2003-03-10,354.45,4.62,34.94,97.85
2003-03-11,348.7,4.62,34.06,97.99
2003-03-12,346.1,4.61,34.16,98.16
2003-03-13,334.5,4.56,33.98,99.55
2003-03-14,335.2,4.49,31.48,99.99
2003-03-15,335.2,4.52,31.48,99.99
2003-03-17,340.75,4.52,30.35,100.74
2003-03-18,338.8,4.41,28.55,100.86
2003-03-19,335.8,4.43,28.4,101.58
2003-03-20,335.8,4.37,28.0,101.15
2003-03-21,333.5,4.36,25.59,101.92
2003-03-22,333.5,4.31,25.59,101.92
2003-03-24,329.45,4.31,26.54,100.98
2003-03-25,331.9,4.34,27.28,100.87
2003-03-26,329.95,4.34,25.98,100.61
2003-03-27,332.75,4.36,27.29,100.64
2003-03-28,330.75,4.34,27.66,99.96
2003-03-29,330.75,4.42,27.66,99.96
2003-03-31,334.85,4.4,28.05,99.06
2003-04-01,334.35,4.41,27.94,99.15
2003-04-02,329.3,4.37,26.29,100.08
2003-04-03,323.7,4.33,26.75,100.34
2003-04-04,323.8,4.37,25.62,100.45
2003-04-05,323.8,4.4,25.62,100.45
2003-04-07,319.9,4.34,25.27,101.04
2003-04-08,323.4,4.37,24.88,100.53
2003-04-09,321.35,4.43,25.11,100.16
2003-04-10,324.6,4.44,25.16,99.82
2003-04-11,324.8,4.42,24.39,100.18
2003-04-12,324.8,4.48,24.39,100.18
2003-04-14,325.95,4.44,24.72,99.96
2003-04-15,325.45,4.49,24.74,99.76
2003-04-16,324.1,4.45,24.86,99.06
2003-04-17,327.0,4.43,25.36,99.3
2003-04-18,327.0,4.43,25.76,99.3
2003-04-19,327.0,4.46,25.76,99.3
2003-04-21,327.0,4.46,25.76,99.59
2003-04-22,334.9,4.48,25.72,98.73
2003-04-23,333.3,4.53,24.56,98.78
2003-04-24,333.7,4.56,24.06,98.33
2003-04-25,333.25,4.56,24.29,98.36
2003-04-26,333.25,4.6,24.29,98.36
2003-04-28,332.6,4.57,23.42,98.67
2003-04-29,331.4,4.52,23.23,98.02
2003-04-30,336.75,4.52,23.6,97.19
2003-05-01,341.2,4.59,23.79,96.7
2003-05-02,340.5,4.7,23.73,96.76
2003-05-03,340.5,4.76,23.73,96.76
2003-05-05,340.5,4.71,23.59,96.37
2003-05-06,342.85,4.73,23.91,95.34
2003-05-07,341.85,4.73,24.01,95.58
2003-05-08,346.45,4.67,24.48,94.93
2003-05-09,347.9,4.74,25.55,94.98
2003-05-10,347.9,4.76,25.55,94.98
2003-05-12,351.1,4.72,25.69,94.55
2003-05-13,350.4,4.78,25.45,94.72
2003-05-14,353.55,4.77,25.98,94.58
2003-05-15,354.25,4.79,26.77,95.22
2003-05-16,355.0,4.72,27.18,94.08
2003-05-17,355.0,4.76,27.18,94.08
2003-05-19,359.0,4.76,27.23,93.78
2003-05-20,366.3,4.77,26.69,93.26
2003-05-21,367.8,4.72,27.58,93.54
2003-05-22,369.6,4.67,27.32,93.56
2003-05-23,370.5,4.6,27.14,93.05
2003-05-24,370.5,4.62,27.14,93.05
2003-05-26,370.5,4.6,26.78,93.05
2003-05-27,371.4,4.62,26.55,92.72
2003-05-28,359.5,4.55,26.48,93.45
2003-05-29,363.1,4.56,26.39,92.71
2003-05-30,361.4,4.51,26.58,93.27
2003-05-31,361.4,4.51,26.58,93.27
2003-06-02,364.75,4.51,27.56,93.34
2003-06-03,365.0,4.46,27.99,93.53
2003-06-04,364.2,4.46,27.49,93.73
2003-06-05,366.75,4.44,28.16,92.52
2003-06-06,363.0,4.46,28.38,93.48
2003-06-07,363.0,4.52,28.38,93.48
2003-06-09,362.75,4.49,28.62,93.3
2003-06-10,354.25,4.45,28.44,93.56
2003-06-11,354.25,4.43,28.97,92.97
2003-06-12,352.25,4.45,28.48,92.9
2003-06-13,353.05,4.46,27.39,92.22
2003-06-14,353.05,4.56,27.39,92.22
2003-06-16,358.3,4.53,27.5,92.4
2003-06-17,362.75,4.56,27.14,92.61
2003-06-18,359.75,4.54,26.43,93.17
2003-06-19,357.65,4.5,26.21,93.16
2003-06-20,358.0,4.53,27.13,94.04
2003-06-21,358.0,4.53,27.13,94.04
2003-06-23,355.0,4.48,27.13,94.08
2003-06-24,348.25,4.51,26.96,94.39
2003-06-25,348.1,4.47,27.34,94.12
2003-06-26,343.85,4.5,27.06,94.97
2003-06-27,345.5,4.47,27.45,95.15
2003-06-28,345.5,4.49,27.45,95.15
2003-06-30,346.0,4.45,28.88,94.73
2003-07-01,350.2,4.5,28.33,94.3
2003-07-02,351.5,4.53,28.2,94.12
2003-07-03,349.4,4.58,28.63,94.41
2003-07-04,351.3,4.61,27.97,94.55
2003-07-05,351.3,4.64,27.97,94.55
2003-07-07,348.15,4.61,27.23,95.51
2003-07-08,347.2,4.66,27.95,95.82
2003-07-09,344.15,4.67,28.21,95.59
2003-07-10,343.4,4.74,29.37,95.39
2003-07-11,343.7,4.72,29.36,95.8
2003-07-12,343.7,4.77,29.36,95.8
2003-07-14,347.5,4.73,28.52,96.07
2003-07-15,348.25,4.72,28.87,96.07
2003-07-16,343.2,4.6,28.51,96.72
2003-07-17,342.5,4.62,28.59,96.86
2003-07-18,344.35,4.61,29.2,96.86
2003-07-19,344.35,4.69,29.2,96.86
2003-07-21,350.0,4.66,28.01,96.11
2003-07-22,352.0,4.7,28.4,96.38
2003-07-23,354.75,4.74,27.67,95.44
2003-07-24,357.3,4.98,27.73,95.34
2003-07-25,363.0,4.99,28.3,94.96
2003-07-26,363.0,5.02,28.3,94.96
2003-07-28,365.6,5.03,27.71,95.06
2003-07-29,363.5,5.08,28.27,95.33
2003-07-30,357.75,5.06,28.31,96.07
2003-07-31,354.75,5.01,28.68,96.89
2003-08-01,352.35,5.09,29.63,96.66
2003-08-02,352.35,5.04,29.63,96.66
2003-08-04,347.5,5.04,29.91,96.18
2003-08-05,348.4,4.97,30.37,96.16
2003-08-06,352.0,4.91,30.01,96.23
2003-08-07,351.6,4.9,30.06,95.83
2003-08-08,353.95,4.99,30.59,96.36
2003-08-09,353.95,4.94,30.59,96.36
2003-08-11,359.15,4.93,30.05,95.87
2003-08-12,360.1,4.94,30.13,96.15
2003-08-13,358.65,4.82,29.66,96.18
2003-08-14,363.6,4.96,28.96,96.68
2003-08-15,364.5,4.96,29.18,96.65
2003-08-16,364.5,4.87,29.18,96.65
2003-08-18,360.25,4.88,29.88,97.35
2003-08-19,360.4,4.87,29.18,97.31
2003-08-20,363.7,4.94,29.28,97.37
2003-08-21,363.3,4.97,29.95,98.61
2003-08-22,358.75,4.89,30.22,98.83
2003-08-23,358.75,4.94,30.22,98.83
2003-08-25,358.75,4.93,29.98,98.83
2003-08-26,360.5,4.93,30.08,98.76
2003-08-27,371.25,4.94,30.05,98.86
2003-08-28,369.8,5.05,30.1,98.83
2003-08-29,375.6,5.06,30.38,98.1
2003-08-30,375.6,5.05,30.38,98.1
2003-08-31,375.6,5.09,30.38,98.1
2003-09-01,376.25,5.07,29.64,98.0
2003-09-02,373.7,5.1,28.08,98.95
2003-09-03,370.0,4.95,27.89,98.71
2003-09-04,370.75,4.99,27.49,98.2
2003-09-05,375.8,4.97,27.72,97.09
2003-09-06,375.8,5.06,27.72,97.09
2003-09-08,374.65,5.05,28.47,97.16
2003-09-09,382.25,5.05,27.64,96.44
2003-09-10,380.0,5.18,27.76,96.5
2003-09-11,376.3,5.18,27.48,96.56
2003-09-12,378.25,5.24,26.52,96.01
2003-09-13,378.25,5.14,26.52,96.01
2003-09-15,373.5,5.13,26.38,95.98
2003-09-16,374.6,5.14,26.28,96.67
2003-09-17,374.25,5.14,25.76,95.74
2003-09-18,378.3,5.22,25.56,95.95
2003-09-19,379.75,5.17,25.51,94.96
2003-09-20,379.75,5.2,25.51,94.96
2003-09-22,385.5,5.25,25.82,93.85
2003-09-23,384.6,5.18,25.74,93.99
2003-09-24,385.0,5.16,26.81,93.7
2003-09-25,390.7,5.24,27.04,93.76
2003-09-26,382.7,5.14,27.02,93.87
2003-09-27,382.7,5.06,27.02,93.87
2003-09-29,381.95,5.06,27.77,93.08
2003-09-30,388.0,5.03,28.09,92.85
2003-10-01,383.5,5.05,27.98,92.39
2003-10-02,382.2,5.04,28.9,92.42
2003-10-03,384.25,5.03,29.14,93.23
2003-10-04,384.25,4.76,29.14,93.23
2003-10-06,371.3,4.81,29.75,92.41
2003-10-07,376.1,4.78,29.35,91.89
2003-10-08,375.25,4.83,28.96,91.73
